attendance_id,student_id,class_id,month,attendance_percent
A2605,S3435,C101,Sep 2024,96.0
A2606,S3435,C101,Oct 2024,
A2607,S3435,C101,Nov 2024,63.3
A2608,S3435,C101,Dec 2024,62.3
A2609,S3435,C101,Jan 2025,58.3
A2610,S3435,C101,Feb 2025,76.4
A2611,S3436,C109,Sep 2024,83.8
A2612,S3436,C109,Oct 2024,83.8
A2613,S3436,C109,Nov 2024,63.1
A2614,S3436,C109,Dec 2024,54.7
A2615,S3436,C109,Jan 2025,65.5
A2616,S3436,C109,Feb 2025,75.2
A2617,S3437,C110,Sep 2024,80.6
A2618,S3437,C110,Oct 2024,63.5
A2619,S3437,C110,Nov 2024,59.2
A2620,S3437,C110,Dec 2024,92.1
A2621,S3437,C110,Jan 2025,92.9
A2622,S3437,C110,Feb 2025,64.0
A2623,S3438,C109,Sep 2024,78.0
A2624,S3438,C109,Oct 2024,72.0
A2625,S3438,C109,Nov 2024,57.1
A2626,S3438,C109,Dec 2024,97.0
A2627,S3438,C109,Jan 2025,50.5
A2628,S3438,C109,Feb 2025,59.4
A2629,S3439,C112,Sep 2024,67.3
A2630,S3439,C112,Oct 2024,
A2631,S3439,C112,Nov 2024,92.8
A2632,S3439,C112,Dec 2024,89.4
A2633,S3439,C112,Jan 2025,79.0
A2634,S3439,C112,Feb 2025,84.8
A2635,S3440,C103,Sep 2024,67.0
A2636,S3440,C103,Oct 2024,97.0
A2637,S3440,C103,Nov 2024,
A2638,S3440,C103,Dec 2024,
A2639,S3440,C103,Jan 2025,51.3
A2640,S3440,C103,Feb 2025,55.0
A2641,S3441,C104,Sep 2024,96.3
A2642,S3441,C104,Oct 2024,97.3
A2643,S3441,C104,Nov 2024,74.5
A2644,S3441,C104,Dec 2024,78.8
A2645,S3441,C104,Jan 2025,95.1
A2646,S3441,C104,Feb 2025,92.7
A2647,S3442,C108,Sep 2024,93.1
A2648,S3442,C108,Oct 2024,68.6
A2649,S3442,C108,Nov 2024,91.5
A2650,S3442,C108,Dec 2024,53.5
A2651,S3442,C108,Jan 2025,74.3
A2652,S3442,C108,Feb 2025,61.9
A2653,S3443,C112,Sep 2024,51.8
A2654,S3443,C112,Oct 2024,80.9
A2655,S3443,C112,Nov 2024,53.8
A2656,S3443,C112,Dec 2024,56.0
A2657,S3443,C112,Jan 2025,54.1
A2658,S3443,C112,Feb 2025,98.8
A2659,S3444,C105,Sep 2024,
A2660,S3444,C105,Oct 2024,52.0
A2661,S3444,C105,Nov 2024,63.5
A2662,S3444,C105,Dec 2024,82.6
A2663,S3444,C105,Jan 2025,91.2
A2664,S3444,C105,Feb 2025,80.4
A2665,S3445,C111,Sep 2024,98.8
A2666,S3445,C111,Oct 2024,
A2667,S3445,C111,Nov 2024,66.9
A2668,S3445,C111,Dec 2024,73.6
A2669,S3445,C111,Jan 2025,91.1
A2670,S3445,C111,Feb 2025,84.1
A2671,S3446,C112,Sep 2024,60.7
A2672,S3446,C112,Oct 2024,74.9
A2673,S3446,C112,Nov 2024,98.8
A2674,S3446,C112,Dec 2024,93.2
A2675,S3446,C112,Jan 2025,59.6
A2676,S3446,C112,Feb 2025,59.0
A2677,S3447,C109,Sep 2024,91.4
A2678,S3447,C109,Oct 2024,59.9
A2679,S3447,C109,Nov 2024,72.6
A2680,S3447,C109,Dec 2024,59.0
A2681,S3447,C109,Jan 2025,50.7
A2682,S3447,C109,Feb 2025,93.8
A2683,S3448,C106,Sep 2024,89.0
A2684,S3448,C106,Oct 2024,73.5
A2685,S3448,C106,Nov 2024,
A2686,S3448,C106,Dec 2024,58.0
A2687,S3448,C106,Jan 2025,90.3
A2688,S3448,C106,Feb 2025,68.0
A2689,S3449,C101,Sep 2024,83.1
A2690,S3449,C101,Oct 2024,
A2691,S3449,C101,Nov 2024,
A2692,S3449,C101,Dec 2024,65.8
A2693,S3449,C101,Jan 2025,71.6
A2694,S3449,C101,Feb 2025,76.8
A2695,S3450,C106,Sep 2024,88.1
A2696,S3450,C106,Oct 2024,91.6
A2697,S3450,C106,Nov 2024,
A2698,S3450,C106,Dec 2024,72.2
A2699,S3450,C106,Jan 2025,61.7
A2700,S3450,C106,Feb 2025,57.7
A2701,S3451,C105,Sep 2024,67.0
A2702,S3451,C105,Oct 2024,90.1
A2703,S3451,C105,Nov 2024,63.7
A2704,S3451,C105,Dec 2024,52.4
A2705,S3451,C105,Jan 2025,78.2
A2706,S3451,C105,Feb 2025,51.7
A2707,S3452,C111,Sep 2024,94.2
A2708,S3452,C111,Oct 2024,83.9
A2709,S3452,C111,Nov 2024,62.8
A2710,S3452,C111,Dec 2024,73.5
A2711,S3452,C111,Jan 2025,87.0
A2712,S3452,C111,Feb 2025,95.8
A2713,S3453,C107,Sep 2024,93.7
A2714,S3453,C107,Oct 2024,53.5
A2715,S3453,C107,Nov 2024,
A2716,S3453,C107,Dec 2024,54.1
A2717,S3453,C107,Jan 2025,79.9
A2718,S3453,C107,Feb 2025,74.8
A2719,S3454,C102,Sep 2024,64.6
A2720,S3454,C102,Oct 2024,98.8
A2721,S3454,C102,Nov 2024,87.3
A2722,S3454,C102,Dec 2024,84.4
A2723,S3454,C102,Jan 2025,59.1
A2724,S3454,C102,Feb 2025,64.2
A2725,S3455,C112,Sep 2024,80.3
A2726,S3455,C112,Oct 2024,89.8
A2727,S3455,C112,Nov 2024,96.6
A2728,S3455,C112,Dec 2024,84.9
A2729,S3455,C112,Jan 2025,70.9
A2730,S3455,C112,Feb 2025,84.6
A2731,S3456,C110,Sep 2024,53.5
A2732,S3456,C110,Oct 2024,80.0
A2733,S3456,C110,Nov 2024,94.7
A2734,S3456,C110,Dec 2024,81.8
A2735,S3456,C110,Jan 2025,50.4
A2736,S3456,C110,Feb 2025,84.7
A2737,S3457,C101,Sep 2024,86.3
A2738,S3457,C101,Oct 2024,77.1
A2739,S3457,C101,Nov 2024,90.8
A2740,S3457,C101,Dec 2024,60.1
A2741,S3457,C101,Jan 2025,70.4
A2742,S3457,C101,Feb 2025,90.4
A2743,S3458,C110,Sep 2024,80.2
A2744,S3458,C110,Oct 2024,99.7
A2745,S3458,C110,Nov 2024,53.5
A2746,S3458,C110,Dec 2024,62.2
A2747,S3458,C110,Jan 2025,60.0
A2748,S3458,C110,Feb 2025,98.8
A2749,S3459,C110,Sep 2024,93.5
A2750,S3459,C110,Oct 2024,56.7
A2751,S3459,C110,Nov 2024,67.7
A2752,S3459,C110,Dec 2024,52.6
A2753,S3459,C110,Jan 2025,81.6
A2754,S3459,C110,Feb 2025,66.6
A2755,S3460,C110,Sep 2024,62.9
A2756,S3460,C110,Oct 2024,76.2
A2757,S3460,C110,Nov 2024,89.8
A2758,S3460,C110,Dec 2024,70.2
A2759,S3460,C110,Jan 2025,87.9
A2760,S3460,C110,Feb 2025,
A2761,S3461,C108,Sep 2024,72.3
A2762,S3461,C108,Oct 2024,60.7
A2763,S3461,C108,Nov 2024,72.3
A2764,S3461,C108,Dec 2024,76.9
A2765,S3461,C108,Jan 2025,73.1
A2766,S3461,C108,Feb 2025,63.7
A2767,S3462,C110,Sep 2024,59.3
A2768,S3462,C110,Oct 2024,97.3
A2769,S3462,C110,Nov 2024,64.9
A2770,S3462,C110,Dec 2024,85.3
A2771,S3462,C110,Jan 2025,67.0
A2772,S3462,C110,Feb 2025,98.5
A2773,S3463,C103,Sep 2024,
A2774,S3463,C103,Oct 2024,99.4
A2775,S3463,C103,Nov 2024,91.3
A2776,S3463,C103,Dec 2024,79.1
A2777,S3463,C103,Jan 2025,77.1
A2778,S3463,C103,Feb 2025,66.4
A2779,S3464,C101,Sep 2024,56.1
A2780,S3464,C101,Oct 2024,54.0
A2781,S3464,C101,Nov 2024,73.3
A2782,S3464,C101,Dec 2024,98.9
A2783,S3464,C101,Jan 2025,62.3
A2784,S3464,C101,Feb 2025,70.5
A2785,S3465,C104,Sep 2024,82.1
A2786,S3465,C104,Oct 2024,67.6
A2787,S3465,C104,Nov 2024,50.2
A2788,S3465,C104,Dec 2024,69.8
A2789,S3465,C104,Jan 2025,90.2
A2790,S3465,C104,Feb 2025,97.2
A2791,S3466,C103,Sep 2024,63.8
A2792,S3466,C103,Oct 2024,96.1
A2793,S3466,C103,Nov 2024,93.4
A2794,S3466,C103,Dec 2024,70.3
A2795,S3466,C103,Jan 2025,
A2796,S3466,C103,Feb 2025,50.2
A2797,S3467,C101,Sep 2024,92.2
A2798,S3467,C101,Oct 2024,
A2799,S3467,C101,Nov 2024,64.3
A2800,S3467,C101,Dec 2024,87.8
A2801,S3467,C101,Jan 2025,78.6
A2802,S3467,C101,Feb 2025,61.1
A2803,S3468,C101,Sep 2024,
A2804,S3468,C101,Oct 2024,82.4
A2805,S3468,C101,Nov 2024,88.2
A2806,S3468,C101,Dec 2024,73.7
A2807,S3468,C101,Jan 2025,87.4
A2808,S3468,C101,Feb 2025,70.2
A2809,S3469,C111,Sep 2024,99.0
A2810,S3469,C111,Oct 2024,62.0
A2811,S3469,C111,Nov 2024,88.9
A2812,S3469,C111,Dec 2024,87.5
A2813,S3469,C111,Jan 2025,76.5
A2814,S3469,C111,Feb 2025,67.5
A2815,S3470,C102,Sep 2024,72.3
A2816,S3470,C102,Oct 2024,81.5
A2817,S3470,C102,Nov 2024,76.5
A2818,S3470,C102,Dec 2024,88.1
A2819,S3470,C102,Jan 2025,68.0
A2820,S3470,C102,Feb 2025,55.4
A2821,S3471,C108,Sep 2024,75.3
A2822,S3471,C108,Oct 2024,
A2823,S3471,C108,Nov 2024,63.0
A2824,S3471,C108,Dec 2024,80.8
A2825,S3471,C108,Jan 2025,76.0
A2826,S3471,C108,Feb 2025,88.9
A2827,S3472,C112,Sep 2024,78.8
A2828,S3472,C112,Oct 2024,71.5
A2829,S3472,C112,Nov 2024,56.0
A2830,S3472,C112,Dec 2024,56.0
A2831,S3472,C112,Jan 2025,82.0
A2832,S3472,C112,Feb 2025,94.0
A2833,S3473,C107,Sep 2024,70.7
A2834,S3473,C107,Oct 2024,76.5
A2835,S3473,C107,Nov 2024,79.6
A2836,S3473,C107,Dec 2024,73.9
A2837,S3473,C107,Jan 2025,53.0
A2838,S3473,C107,Feb 2025,
A2839,S3474,C108,Sep 2024,79.5
A2840,S3474,C108,Oct 2024,56.9
A2841,S3474,C108,Nov 2024,77.8
A2842,S3474,C108,Dec 2024,88.8
A2843,S3474,C108,Jan 2025,50.3
A2844,S3474,C108,Feb 2025,71.5
A2845,S3475,C111,Sep 2024,87.3
A2846,S3475,C111,Oct 2024,76.4
A2847,S3475,C111,Nov 2024,61.8
A2848,S3475,C111,Dec 2024,84.9
A2849,S3475,C111,Jan 2025,89.2
A2850,S3475,C111,Feb 2025,68.1
A2851,S3476,C105,Sep 2024,64.9
A2852,S3476,C105,Oct 2024,77.3
A2853,S3476,C105,Nov 2024,68.3
A2854,S3476,C105,Dec 2024,
A2855,S3476,C105,Jan 2025,91.8
A2856,S3476,C105,Feb 2025,89.0
A2857,S3477,C105,Sep 2024,65.6
A2858,S3477,C105,Oct 2024,72.8
A2859,S3477,C105,Nov 2024,94.5
A2860,S3477,C105,Dec 2024,57.4
A2861,S3477,C105,Jan 2025,87.7
A2862,S3477,C105,Feb 2025,65.8
A2863,S3478,C108,Sep 2024,56.0
A2864,S3478,C108,Oct 2024,55.8
A2865,S3478,C108,Nov 2024,63.8
A2866,S3478,C108,Dec 2024,77.4
A2867,S3478,C108,Jan 2025,95.4
A2868,S3478,C108,Feb 2025,65.1
A2869,S3479,C103,Sep 2024,60.0
A2870,S3479,C103,Oct 2024,73.9
A2871,S3479,C103,Nov 2024,57.8
A2872,S3479,C103,Dec 2024,63.6
A2873,S3479,C103,Jan 2025,99.3
A2874,S3479,C103,Feb 2025,77.9
A2875,S3480,C103,Sep 2024,89.2
A2876,S3480,C103,Oct 2024,60.6
A2877,S3480,C103,Nov 2024,
A2878,S3480,C103,Dec 2024,76.0
A2879,S3480,C103,Jan 2025,
A2880,S3480,C103,Feb 2025,75.5
A2881,S3481,C108,Sep 2024,90.6
A2882,S3481,C108,Oct 2024,51.1
A2883,S3481,C108,Nov 2024,93.0
A2884,S3481,C108,Dec 2024,54.0
A2885,S3481,C108,Jan 2025,95.8
A2886,S3481,C108,Feb 2025,57.1
A2887,S3482,C105,Sep 2024,76.6
A2888,S3482,C105,Oct 2024,55.0
A2889,S3482,C105,Nov 2024,72.4
A2890,S3482,C105,Dec 2024,65.0
A2891,S3482,C105,Jan 2025,71.0
A2892,S3482,C105,Feb 2025,77.3
A2893,S3483,C104,Sep 2024,73.0
A2894,S3483,C104,Oct 2024,51.2
A2895,S3483,C104,Nov 2024,93.2
A2896,S3483,C104,Dec 2024,54.7
A2897,S3483,C104,Jan 2025,99.0
A2898,S3483,C104,Feb 2025,92.6
A2899,S3484,C105,Sep 2024,78.1
A2900,S3484,C105,Oct 2024,62.3
A2901,S3484,C105,Nov 2024,54.3
A2902,S3484,C105,Dec 2024,83.6
A2903,S3484,C105,Jan 2025,60.1
A2904,S3484,C105,Feb 2025,86.7
A2905,S3485,C112,Sep 2024,91.6
A2906,S3485,C112,Oct 2024,99.4
A2907,S3485,C112,Nov 2024,75.2
A2908,S3485,C112,Dec 2024,98.7
A2909,S3485,C112,Jan 2025,57.5
A2910,S3485,C112,Feb 2025,91.8
A2911,S3486,C103,Sep 2024,68.0
A2912,S3486,C103,Oct 2024,68.2
A2913,S3486,C103,Nov 2024,63.4
A2914,S3486,C103,Dec 2024,58.7
A2915,S3486,C103,Jan 2025,72.1
A2916,S3486,C103,Feb 2025,99.4
A2917,S3487,C112,Sep 2024,66.5
A2918,S3487,C112,Oct 2024,73.1
A2919,S3487,C112,Nov 2024,61.4
A2920,S3487,C112,Dec 2024,66.9
A2921,S3487,C112,Jan 2025,52.8
A2922,S3487,C112,Feb 2025,97.8
A2923,S3488,C101,Sep 2024,
A2924,S3488,C101,Oct 2024,75.5
A2925,S3488,C101,Nov 2024,86.6
A2926,S3488,C101,Dec 2024,75.7
A2927,S3488,C101,Jan 2025,88.5
A2928,S3488,C101,Feb 2025,76.7
A2929,S3489,C101,Sep 2024,85.1
A2930,S3489,C101,Oct 2024,84.2
A2931,S3489,C101,Nov 2024,76.7
A2932,S3489,C101,Dec 2024,61.5
A2933,S3489,C101,Jan 2025,60.6
A2934,S3489,C101,Feb 2025,93.7
A2935,S3490,C110,Sep 2024,56.0
A2936,S3490,C110,Oct 2024,
A2937,S3490,C110,Nov 2024,78.0
A2938,S3490,C110,Dec 2024,75.1
A2939,S3490,C110,Jan 2025,89.9
A2940,S3490,C110,Feb 2025,56.8
A2941,S3491,C104,Sep 2024,84.4
A2942,S3491,C104,Oct 2024,
A2943,S3491,C104,Nov 2024,80.3
A2944,S3491,C104,Dec 2024,85.1
A2945,S3491,C104,Jan 2025,81.1
A2946,S3491,C104,Feb 2025,78.1
A2947,S3492,C103,Sep 2024,96.3
A2948,S3492,C103,Oct 2024,67.4
A2949,S3492,C103,Nov 2024,59.2
A2950,S3492,C103,Dec 2024,89.8
A2951,S3492,C103,Jan 2025,56.5
A2952,S3492,C103,Feb 2025,84.0
A2953,S3493,C110,Sep 2024,77.5
A2954,S3493,C110,Oct 2024,50.1
A2955,S3493,C110,Nov 2024,62.0
A2956,S3493,C110,Dec 2024,74.8
A2957,S3493,C110,Jan 2025,66.5
A2958,S3493,C110,Feb 2025,71.3
A2959,S3494,C101,Sep 2024,80.1
A2960,S3494,C101,Oct 2024,86.5
A2961,S3494,C101,Nov 2024,57.6
A2962,S3494,C101,Dec 2024,64.1
A2963,S3494,C101,Jan 2025,81.8
A2964,S3494,C101,Feb 2025,79.4
A2965,S3495,C112,Sep 2024,86.8
A2966,S3495,C112,Oct 2024,82.0
A2967,S3495,C112,Nov 2024,
A2968,S3495,C112,Dec 2024,
A2969,S3495,C112,Jan 2025,66.5
A2970,S3495,C112,Feb 2025,75.0
A2971,S3496,C111,Sep 2024,94.2
A2972,S3496,C111,Oct 2024,
A2973,S3496,C111,Nov 2024,59.3
A2974,S3496,C111,Dec 2024,68.8
A2975,S3496,C111,Jan 2025,92.1
A2976,S3496,C111,Feb 2025,68.2
A2977,S3497,C105,Sep 2024,70.6
A2978,S3497,C105,Oct 2024,66.0
A2979,S3497,C105,Nov 2024,95.0
A2980,S3497,C105,Dec 2024,
A2981,S3497,C105,Jan 2025,83.2
A2982,S3497,C105,Feb 2025,60.4
A2983,S3498,C104,Sep 2024,87.5
A2984,S3498,C104,Oct 2024,51.9
A2985,S3498,C104,Nov 2024,69.8
A2986,S3498,C104,Dec 2024,95.5
A2987,S3498,C104,Jan 2025,84.5
A2988,S3498,C104,Feb 2025,89.7
A2989,S3499,C109,Sep 2024,96.6
A2990,S3499,C109,Oct 2024,88.7
A2991,S3499,C109,Nov 2024,54.4
A2992,S3499,C109,Dec 2024,61.5
A2993,S3499,C109,Jan 2025,75.0
A2994,S3499,C109,Feb 2025,
A2995,S3500,C109,Sep 2024,50.7
A2996,S3500,C109,Oct 2024,81.2
A2997,S3500,C109,Nov 2024,82.9
A2998,S3500,C109,Dec 2024,84.8
A2999,S3500,C109,Jan 2025,77.8
A3000,S3500,C109,Feb 2025,72.6
A3001,S3501,C101,Sep 2024,92.8
A3002,S3501,C101,Oct 2024,88.4
A3003,S3501,C101,Nov 2024,80.6
A3004,S3501,C101,Dec 2024,52.3
A3005,S3501,C101,Jan 2025,84.7
A3006,S3501,C101,Feb 2025,77.9
A3007,S3502,C101,Sep 2024,84.7
A3008,S3502,C101,Oct 2024,65.6
A3009,S3502,C101,Nov 2024,
A3010,S3502,C101,Dec 2024,88.8
A3011,S3502,C101,Jan 2025,70.9
A3012,S3502,C101,Feb 2025,94.7
A3013,S3503,C107,Sep 2024,55.2
A3014,S3503,C107,Oct 2024,74.2
A3015,S3503,C107,Nov 2024,60.3
A3016,S3503,C107,Dec 2024,72.7
A3017,S3503,C107,Jan 2025,67.7
A3018,S3503,C107,Feb 2025,90.2
A3019,S3504,C111,Sep 2024,58.4
A3020,S3504,C111,Oct 2024,79.9
A3021,S3504,C111,Nov 2024,70.3
A3022,S3504,C111,Dec 2024,75.9
A3023,S3504,C111,Jan 2025,85.7
A3024,S3504,C111,Feb 2025,67.9
A3025,S3505,C102,Sep 2024,
A3026,S3505,C102,Oct 2024,68.4
A3027,S3505,C102,Nov 2024,53.8
A3028,S3505,C102,Dec 2024,77.6
A3029,S3505,C102,Jan 2025,70.8
A3030,S3505,C102,Feb 2025,90.6
A3031,S3506,C107,Sep 2024,72.0
A3032,S3506,C107,Oct 2024,98.5
A3033,S3506,C107,Nov 2024,58.6
A3034,S3506,C107,Dec 2024,63.4
A3035,S3506,C107,Jan 2025,69.6
A3036,S3506,C107,Feb 2025,58.5
A3037,S3507,C103,Sep 2024,98.6
A3038,S3507,C103,Oct 2024,82.0
A3039,S3507,C103,Nov 2024,50.6
A3040,S3507,C103,Dec 2024,78.9
A3041,S3507,C103,Jan 2025,89.1
A3042,S3507,C103,Feb 2025,52.6
A3043,S3508,C101,Sep 2024,78.9
A3044,S3508,C101,Oct 2024,68.7
A3045,S3508,C101,Nov 2024,79.1
A3046,S3508,C101,Dec 2024,
A3047,S3508,C101,Jan 2025,62.6
A3048,S3508,C101,Feb 2025,83.3
A3049,S3509,C112,Sep 2024,83.6
A3050,S3509,C112,Oct 2024,77.0
A3051,S3509,C112,Nov 2024,96.2
A3052,S3509,C112,Dec 2024,95.5
A3053,S3509,C112,Jan 2025,
A3054,S3509,C112,Feb 2025,52.4
A3055,S3510,C112,Sep 2024,64.5
A3056,S3510,C112,Oct 2024,68.2
A3057,S3510,C112,Nov 2024,52.8
A3058,S3510,C112,Dec 2024,
A3059,S3510,C112,Jan 2025,76.2
A3060,S3510,C112,Feb 2025,51.2
A3061,S3511,C102,Sep 2024,83.9
A3062,S3511,C102,Oct 2024,50.1
A3063,S3511,C102,Nov 2024,51.6
A3064,S3511,C102,Dec 2024,91.7
A3065,S3511,C102,Jan 2025,62.6
A3066,S3511,C102,Feb 2025,54.1
A3067,S3512,C105,Sep 2024,70.0
A3068,S3512,C105,Oct 2024,52.5
A3069,S3512,C105,Nov 2024,
A3070,S3512,C105,Dec 2024,
A3071,S3512,C105,Jan 2025,87.5
A3072,S3512,C105,Feb 2025,74.7
A3073,S3513,C105,Sep 2024,77.6
A3074,S3513,C105,Oct 2024,87.7
A3075,S3513,C105,Nov 2024,89.2
A3076,S3513,C105,Dec 2024,56.8
A3077,S3513,C105,Jan 2025,64.0
A3078,S3513,C105,Feb 2025,58.8
A3079,S3514,C102,Sep 2024,52.7
A3080,S3514,C102,Oct 2024,76.9
A3081,S3514,C102,Nov 2024,62.5
A3082,S3514,C102,Dec 2024,57.7
A3083,S3514,C102,Jan 2025,75.5
A3084,S3514,C102,Feb 2025,81.7
A3085,S3515,C106,Sep 2024,
A3086,S3515,C106,Oct 2024,88.6
A3087,S3515,C106,Nov 2024,50.9
A3088,S3515,C106,Dec 2024,76.3
A3089,S3515,C106,Jan 2025,63.4
A3090,S3515,C106,Feb 2025,
A3091,S3516,C101,Sep 2024,99.6
A3092,S3516,C101,Oct 2024,57.8
A3093,S3516,C101,Nov 2024,71.9
A3094,S3516,C101,Dec 2024,98.5
A3095,S3516,C101,Jan 2025,60.7
A3096,S3516,C101,Feb 2025,90.3
A3097,S3517,C103,Sep 2024,62.2
A3098,S3517,C103,Oct 2024,53.8
A3099,S3517,C103,Nov 2024,52.1
A3100,S3517,C103,Dec 2024,97.4
A3101,S3517,C103,Jan 2025,60.6
A3102,S3517,C103,Feb 2025,64.6
A3103,S3518,C109,Sep 2024,98.3
A3104,S3518,C109,Oct 2024,82.9
A3105,S3518,C109,Nov 2024,
A3106,S3518,C109,Dec 2024,74.4
A3107,S3518,C109,Jan 2025,71.8
A3108,S3518,C109,Feb 2025,
A3109,S3519,C112,Sep 2024,52.4
A3110,S3519,C112,Oct 2024,91.9
A3111,S3519,C112,Nov 2024,88.1
A3112,S3519,C112,Dec 2024,54.5
A3113,S3519,C112,Jan 2025,67.7
A3114,S3519,C112,Feb 2025,94.3
A3115,S3520,C109,Sep 2024,61.8
A3116,S3520,C109,Oct 2024,80.6
A3117,S3520,C109,Nov 2024,74.4
A3118,S3520,C109,Dec 2024,90.9
A3119,S3520,C109,Jan 2025,51.8
A3120,S3520,C109,Feb 2025,90.8
A3121,S3521,C111,Sep 2024,56.8
A3122,S3521,C111,Oct 2024,50.8
A3123,S3521,C111,Nov 2024,79.8
A3124,S3521,C111,Dec 2024,62.9
A3125,S3521,C111,Jan 2025,85.5
A3126,S3521,C111,Feb 2025,73.5
A3127,S3522,C109,Sep 2024,80.3
A3128,S3522,C109,Oct 2024,84.5
A3129,S3522,C109,Nov 2024,96.3
A3130,S3522,C109,Dec 2024,91.2
A3131,S3522,C109,Jan 2025,74.8
A3132,S3522,C109,Feb 2025,
A3133,S3523,C111,Sep 2024,71.9
A3134,S3523,C111,Oct 2024,82.7
A3135,S3523,C111,Nov 2024,86.7
A3136,S3523,C111,Dec 2024,58.6
A3137,S3523,C111,Jan 2025,51.6
A3138,S3523,C111,Feb 2025,72.7
A3139,S3524,C102,Sep 2024,55.0
A3140,S3524,C102,Oct 2024,63.6
A3141,S3524,C102,Nov 2024,79.2
A3142,S3524,C102,Dec 2024,57.6
A3143,S3524,C102,Jan 2025,51.4
A3144,S3524,C102,Feb 2025,77.7
A3145,S3525,C111,Sep 2024,73.3
A3146,S3525,C111,Oct 2024,65.3
A3147,S3525,C111,Nov 2024,73.4
A3148,S3525,C111,Dec 2024,84.2
A3149,S3525,C111,Jan 2025,55.5
A3150,S3525,C111,Feb 2025,62.8
A3151,S3526,C102,Sep 2024,89.7
A3152,S3526,C102,Oct 2024,83.5
A3153,S3526,C102,Nov 2024,63.3
A3154,S3526,C102,Dec 2024,69.9
A3155,S3526,C102,Jan 2025,56.0
A3156,S3526,C102,Feb 2025,62.7
A3157,S3527,C108,Sep 2024,92.1
A3158,S3527,C108,Oct 2024,72.0
A3159,S3527,C108,Nov 2024,82.0
A3160,S3527,C108,Dec 2024,58.0
A3161,S3527,C108,Jan 2025,59.2
A3162,S3527,C108,Feb 2025,97.0
A3163,S3528,C105,Sep 2024,92.1
A3164,S3528,C105,Oct 2024,89.5
A3165,S3528,C105,Nov 2024,66.5
A3166,S3528,C105,Dec 2024,78.1
A3167,S3528,C105,Jan 2025,
A3168,S3528,C105,Feb 2025,74.6
A3169,S3529,C111,Sep 2024,97.8
A3170,S3529,C111,Oct 2024,62.0
A3171,S3529,C111,Nov 2024,97.4
A3172,S3529,C111,Dec 2024,85.3
A3173,S3529,C111,Jan 2025,70.7
A3174,S3529,C111,Feb 2025,63.3
A3175,S3530,C101,Sep 2024,87.9
A3176,S3530,C101,Oct 2024,91.1
A3177,S3530,C101,Nov 2024,67.9
A3178,S3530,C101,Dec 2024,58.6
A3179,S3530,C101,Jan 2025,74.6
A3180,S3530,C101,Feb 2025,73.4
A3181,S3531,C111,Sep 2024,86.3
A3182,S3531,C111,Oct 2024,98.7
A3183,S3531,C111,Nov 2024,76.6
A3184,S3531,C111,Dec 2024,86.6
A3185,S3531,C111,Jan 2025,67.5
A3186,S3531,C111,Feb 2025,80.0
A3187,S3532,C110,Sep 2024,55.8
A3188,S3532,C110,Oct 2024,90.7
A3189,S3532,C110,Nov 2024,67.2
A3190,S3532,C110,Dec 2024,54.0
A3191,S3532,C110,Jan 2025,99.5
A3192,S3532,C110,Feb 2025,95.1
A3193,S3533,C105,Sep 2024,59.9
A3194,S3533,C105,Oct 2024,68.2
A3195,S3533,C105,Nov 2024,96.8
A3196,S3533,C105,Dec 2024,89.8
A3197,S3533,C105,Jan 2025,95.3
A3198,S3533,C105,Feb 2025,78.1
A3199,S3534,C111,Sep 2024,62.2
A3200,S3534,C111,Oct 2024,61.4
A3201,S3534,C111,Nov 2024,76.3
A3202,S3534,C111,Dec 2024,96.2
A3203,S3534,C111,Jan 2025,81.6
A3204,S3534,C111,Feb 2025,51.7
A3205,S3535,C110,Sep 2024,78.0
A3206,S3535,C110,Oct 2024,80.4
A3207,S3535,C110,Nov 2024,79.1
A3208,S3535,C110,Dec 2024,84.6
A3209,S3535,C110,Jan 2025,64.7
A3210,S3535,C110,Feb 2025,57.2
A3211,S3536,C108,Sep 2024,87.5
A3212,S3536,C108,Oct 2024,59.8
A3213,S3536,C108,Nov 2024,55.7
A3214,S3536,C108,Dec 2024,68.0
A3215,S3536,C108,Jan 2025,91.6
A3216,S3536,C108,Feb 2025,54.1
A3217,S3537,C104,Sep 2024,
A3218,S3537,C104,Oct 2024,59.8
A3219,S3537,C104,Nov 2024,73.8
A3220,S3537,C104,Dec 2024,64.4
A3221,S3537,C104,Jan 2025,86.1
A3222,S3537,C104,Feb 2025,83.7
A3223,S3538,C111,Sep 2024,92.1
A3224,S3538,C111,Oct 2024,60.2
A3225,S3538,C111,Nov 2024,82.4
A3226,S3538,C111,Dec 2024,88.7
A3227,S3538,C111,Jan 2025,53.1
A3228,S3538,C111,Feb 2025,51.8
A3229,S3539,C104,Sep 2024,78.0
A3230,S3539,C104,Oct 2024,79.4
A3231,S3539,C104,Nov 2024,69.6
A3232,S3539,C104,Dec 2024,51.8
A3233,S3539,C104,Jan 2025,70.1
A3234,S3539,C104,Feb 2025,82.1
A3235,S3540,C107,Sep 2024,
A3236,S3540,C107,Oct 2024,85.1
A3237,S3540,C107,Nov 2024,74.6
A3238,S3540,C107,Dec 2024,
A3239,S3540,C107,Jan 2025,76.3
A3240,S3540,C107,Feb 2025,83.6
A3241,S3541,C108,Sep 2024,72.5
A3242,S3541,C108,Oct 2024,63.2
A3243,S3541,C108,Nov 2024,61.1
A3244,S3541,C108,Dec 2024,87.6
A3245,S3541,C108,Jan 2025,74.4
